neuron_id,Soma depth,Axon height,Dendrite height,Axon width,Dendrite width,Axon total length,Dendrite total length,Axon z-bias,Dendrite z-bias,Axon x-bias,Dendrite x-bias,Axon max. branch order,Dendrite max. branch order,Axon number of branches,Dendrite number of branches,Axon max. Euclid. dist.,Dendrite max. Euclid. dist.,Axon max. path dist.,Dendrite max. path dist.,Axon mean contraction,Dendrite mean contraction,Axon above dendrite,Axon overlapping dendrite,Axon below dendrite,Dendrite above axon,Dendrite overlapping axon,Dendrite below axon,Earth mover's distance,Soma axon z-percentile,Soma dendrite z-percentile,Soma axon x-percentile,Soma dendrite x-percentile,Axon histogram PC1,Axon histogram PC2,Axon histogram PC3,Axon histogram PC4,Axon histogram PC5,Axon histogram PC6,Dendrite histogram PC1,Dendrite histogram PC2,Dendrite histogram PC3,Dendrite histogram PC4,Dendrite histogram PC5,Axon home column,Dendrite home column,Axon adjacent columns,Dendrite adjacent columns
20010926A,0.3852937796586577,0.83231,0.4954198000000001,0.34214,0.2264,14.278269949843233,3.7728401071220428,-0.3229584406826845,-0.11502824068268447,0.008433999999999997,0.016406000000000018,31.0,9.0,489.0,75.0,0.5923336652591391,0.3064881606323139,1.1536046638359745,0.40131381111095044,46.64894619614118,75.67077890040436,0.4413094866283291,88.66689148636004,10.891799027011631,0.0,100.00000000000001,0.0,6.5433977257893465,7.413165447087174,34.14977495230793,48.4340085048176,45.12635168320849,0.03982795627607535,0.005572208226806071,-0.019087765476374863,-0.0096884870385247,0.03325939770972339,-0.023853366666414022,0.0007722768233893718,-0.0305492728240611,-0.04873097335797189,0.025983606521312555,0.034005107122729486,79.09912412468928,20.900875875310724,0.0,0.0
20011001A,0.4102545518275442,0.5570997999999999,,0.49375,,32.76727958844836,,-0.0630426963449115,,0.008543999999999996,,31.0,,699.0,,0.33852261175584664,,1.431684483319355,,30.763137059401167,,,,,,,,,39.20270175460305,,47.40314491246558,,0.04145026340602595,0.10688074562269277,-0.028355678077938356,-0.08029128265771364,0.04184808429079507,-0.021344774261255132,-4.044427977976349e-17,-1.8773464788085065e-17,1.0949787753712057e-17,4.9043636794139276e-17,-4.690825141598517e-17,,,,
20011002B,0.40591009347081314,0.63027,0.16380999999999996,0.34415,0.1822097,27.39078979509534,3.2441807259549065,-0.03988981305837358,-0.015149813058373651,0.049732,0.04276830000000001,39.0,6.0,753.0,75.0,0.39016259398522746,0.11599825661729689,1.103112437790611,0.18569265378439417,17.13553963651746,60.96347109775612,13.517820691647401,71.75873640430623,14.723442904046358,0.0,100.0,0.0,2.0076044084332527,51.34039452913714,57.1096165266177,44.10111488592302,30.539060648376548,0.026991756289732848,0.10158377945797274,-0.01692736197290862,-0.07048999128289098,0.018437171101423292,0.004700166953466063,-0.005056865109815298,-0.030611339730673297,-0.04636747603474123,0.011528397841562028,0.04257227402845807,89.41020451210903,10.589795487890965,0.0,0.0
20011004A,0.4293867989396169,1.05046,0.48183,0.41694,0.24682,26.267858076092796,3.074752154947042,-0.6233044021207663,-0.019234402120766214,0.20789,0.024049999999999988,43.0,9.0,1371.0,53.0,0.8482979357476361,0.253138632491484,1.325423165332511,0.31463814365251325,55.34430144182393,77.45066774429232,0.0,25.367767141605412,74.63223285839459,0.42268043101512526,99.57731956898489,0.0,12.897625882946608,5.934388892590097,31.43575126214705,13.927663691844316,42.729580820811265,0.06404049969737498,-0.03383918696860246,0.04163809667073763,2.2784888478726267e-05,-0.051175402591962814,0.05516917070292006,0.00538216194268717,-0.020337391922332644,-0.0334134698668179,0.031334174911945394,0.007255737091118208,88.06114385170149,10.478795617488867,1.4600605308096553,0.0
20011008A,0.42424339182041665,0.4971399,0.23858000000000001,0.49274000000000007,0.21985,44.85924959954372,2.736847313349121,-0.20395511635916658,-0.03863521635916656,0.011158000000000029,0.009852,25.0,6.0,1129.0,51.0,0.36843258178650906,0.16853807091327028,0.9737517575319734,0.21740341871675692,32.01109737332441,76.43642454416269,0.10371033805748699,84.68770147705037,15.208588184892143,0.0,99.99999999999999,0.0,2.9043667689558514,10.094506089648924,22.071284772976423,35.06054682677301,39.79836181382991,0.09318295408716867,0.07701336272034158,-0.06900724228561421,-0.07449302438883249,0.1401371467159037,-0.1332089090665093,-0.0006532006755958485,-0.021040871945549634,-0.03096769822945051,0.017225788679771727,0.009856576612515017,92.77218590813541,5.750150728447153,1.4776633634174385,0.0
20011009A,0.30239366506413,1.22579,0.5002599999999999,1.16426,0.1921697,22.51636067957468,1.8654417837926127,-0.6833826698717398,0.06688733012826004,0.14290799999999992,0.0823823,21.0,4.0,291.0,23.0,1.0083072189852473,0.3087610235617549,1.454098260450135,0.3751734820204098,50.716782102247194,78.64328943751111,0.0,69.59069453441602,30.409305465583984,0.0,100.0,0.0,9.817548298671449,20.19746992259345,70.5983312500867,35.06490128844779,38.35121482796008,0.025289996270488488,0.05000865429028453,0.00659972497877595,-0.028464672003916336,-0.00190521729207797,0.023003646544007356,-0.0038498709453195497,-0.018877049521886978,-0.02997667564922753,0.0038256482779704254,0.036479200217572255,74.8321212771276,7.650959302928347,17.51691941994405,0.0
20011010A,0.4010638578239151,0.5779400000000001,0.6096900000000001,0.33395,0.14634000000000003,6.670324601959855,2.0813075238255423,-0.16843228435216967,0.1402377156478303,0.056006,0.008317000000000005,11.0,7.0,97.0,27.0,0.39683762287725594,0.4174942550273704,0.9327672912583023,0.5575217389500413,35.3021825375342,75.7775464608549,0.0,95.77144527454607,4.228554725453938,24.67489498306018,75.32510501693982,0.0,4.290199168705129,46.790679119808026,56.611573843502605,36.088999181100604,32.79181019627548,0.008967808011624312,0.021151366179214204,-0.0051352515501596,-0.01566536891240462,0.006164625823439863,-0.000653529586916558,-0.00022243236270745096,-0.01607604004850711,-0.025211576080151024,0.012505346840233106,0.014629968797903578,76.21806431176105,23.78193568823895,0.0,0.0
20011011C,0.3757148558558423,0.7288399999999999,0.19866000000000003,0.54272,0.21362979999999998,29.614124787833166,2.8435880833164187,-0.14799028828831529,-0.06737028828831523,0.03811600000000004,0.0356142,32.0,7.0,635.0,79.0,0.4415932758343652,0.15701935686713267,1.2314051909445374,0.21291571100403398,37.037553620559635,65.8909810227429,12.093218916456257,75.32715722884632,12.579623854697427,0.0,99.99999999999997,0.0,2.4599576963928786,28.10396439377912,18.284470584177363,37.58199856113873,40.42973273899329,0.03738809436568771,0.09733944452299333,-0.023678142406083076,-0.07239749915796301,0.03192258817455694,-0.01074850910450897,-0.0042366396531777414,-0.02676375657282658,-0.04043476752364705,0.010679079779833822,0.03571502735526326,89.38397724233889,8.760900974769466,1.8551217828916453,0.0
20011106A,0.20496963646613897,0.66148,0.19419000000000008,0.56735,0.41015999999999997,11.997922635732062,3.547551420319567,-0.32210072706772197,0.15430927293227814,0.13866599999999998,0.03279600000000002,13.0,5.0,139.0,33.0,0.501664455637534,0.33486930236044216,1.038944449422421,0.5324654255321716,38.531149970459694,57.46208241746432,0.0,36.66885982980933,63.33114017019065,0.0,99.99999999999997,0.0,6.650494578915246,18.042685121842823,92.52782969582897,38.50791930182124,46.688153872643,0.003906793225264929,0.04714860864198102,0.0008945049338520315,-0.011169545720254895,-0.00035195399641365683,0.030862952459549817,-0.007766383125594604,-0.030433687502349076,-0.045627698894994115,0.00025956418313840147,0.04283312886246135,71.05848067064194,22.06969978086594,6.121041758019179,0.750777790472946
20011108A,0.27118036747797114,0.6656897100000001,,0.5018199999999999,,48.582170367168516,,-0.20697097504405765,,0.024525999999999992,,47.0,,1967.0,,0.47328702209053614,,1.8191669115059255,,19.78420077403117,,,,,,,,,22.623200363506406,,44.1955907425883,,0.03379645460782614,0.18905661926085038,-0.015984588110209707,-0.10319001112175852,0.01026139918935202,0.05520939622079372,-1.9865306022330198e-17,-1.2288896466986051e-17,-1.47015244097725e-17,4.1691567888365635e-17,-3.611822135657243e-17,,,,
