neuron_id,dendrite_extent_x,axon_extent_x
264849.0,0.3277473381,0.418506519
264792.0,0.23611567560000002,0.2322021876
399458.0,0.2633602131,0.40501989
264891.0,0.1576277083,0.27598495370000004
301200.0,0.2942073727,0.2349102062
265035.0,0.2145596252,0.2605222493
301245.0,0.27312981470000003,0.29545702549999997
264649.0,0.29274217599999997,0.181181381
301120.0,0.27426986799999997,0.41224898730000004
265036.0,0.19130138210000003,0.3737035092
301218.0,0.3298052705,0.5992790677000001
229767.0,0.2947035261,0.3329569739
398518.0,0.3272505959,0.5285530904
264848.0,0.24041062800000002,0.2628253355
301101.0,0.2201438937,0.3287495613
264824.0,0.35914480099999996,0.32148482180000004
264920.0,0.2694321269,0.3208203496
264786.0,0.3489119475,0.6592470971000001
264932.0,0.320605844,0.4056658023
264898.0,0.1782293139,0.394030374
301239.0,0.39849511109999997,0.4421221936
301085.0,0.3608810198,0.24755141860000002
300835.0,0.2072392588,0.34984622519999997
368160.0,0.2993775452,0.4476879751
301030.0,0.2514330509,0.393334338
164494.0,0.310648104,0.2765489358
264783.0,0.2572588541,0.3490166501
301107.0,0.2661229502,0.4437483535
267293.0,0.2712735248,0.45941007170000003
303149.0,0.2243599874,0.40671633900000004
400905.0,0.3375001278,0.4050763518
266850.0,0.3107940884,0.2406499015
267015.0,0.29831367519999996,0.4074620806
303085.0,0.2802598271,0.26861138240000004
267192.0,0.3685101065,0.3284638013
302962.0,0.4197151019,0.6583150092
267068.0,0.3395613919,0.5196027924
267006.0,0.2966384908,0.41548412500000004
267317.0,0.255599043,0.3266654512
303172.0,0.43230983980000004,0.6070719116000001
303236.0,0.2046808346,0.4133992694
267010.0,0.3327657076,0.4278930762
302999.0,0.3260504337,0.8052748366
303195.0,0.4629965072,0.5011454646000001
269585.0,0.3071546758,0.4854274404
269505.0,0.5491793441999999,0.6289466241
404260.0,0.32856673080000004,0.4254386288
340252.0,0.2592642173,0.4421446634
305048.0,0.37144287630000006,0.4653091124
269334.0,0.28022753510000004,0.6386262282
269414.0,0.249127188,0.3775914515
269633.0,0.2860938424,0.4623863727
305232.0,0.2762586813,0.2109955747
305233.0,0.4639003682,0.6770716903
305046.0,0.6031075882,0.8380948196000001
269485.0,0.33955776200000004,0.4778863367
404262.0,0.2797393772,0.4022848533
304990.0,0.40000535760000006,0.42415029340000004
304980.0,0.32884397810000005,0.7102996030000001
305182.0,0.4067476048,0.5803796647
305070.0,0.3879398861,0.4798777881
305354.0,0.4959928819,0.7672958797
305251.0,0.5746254044,0.45033153270000004
271673.0,0.3357425037,0.2473734827
305073.0,0.5501390503,0.5242406896
307066.0,0.3786516924,0.3035097842
271569.0,0.214392802,0.36761620570000003
271700.0,0.2971933043,0.3611239094
307059.0,0.3544586875,0.2054330893
307012.0,0.3478342866,0.4934530405
271886.0,0.42242253570000005,0.5811076144
342238.0,0.38425048320000005,0.3041514223
307126.0,0.4010147085,0.3767053467
307147.0,0.3912205676,0.5075681546999999
307287.0,0.3447019576,0.5206778998
307264.0,0.5688890068,0.4046273327
306988.0,0.2508798382,0.5700694774
309052.0,0.3359280531,0.33566114490000004
309376.0,0.4184084569,0.5680678122
342232.0,0.2626818999,0.5242235709
309266.0,0.5041719336,0.3246053486
309480.0,0.4844105958,0.3743915225
309279.0,0.3079697551,0.5219453944000001
309508.0,0.41711901960000003,0.41243906700000005
309578.0,0.3150785219,0.6081808241
309481.0,0.3753613213,0.5527448652000001
309467.0,0.4829195458,1.166161519
274192.0,0.1613408011,0.3045957682
309268.0,0.42296683150000003,0.3933854552
309241.0,0.5947552856,0.2419719658
276440.0,0.550576686,1.160370578
